app_id,primary_mechanic,secondary_mechanics,primary_theme,secondary_themes,combat,roguelite,meta_layer,arrow_tapaway,projectile_continues_outside_board,external_targets,external_mobs_or_enemies,bosses,direction_is_resource,board_rotation_or_direction_change,temporary_targets_or_move_windows,run_upgrades,choose_one_of_three,projectile_modifiers,ricochet,pierce,split_or_multishot,chain_or_bounce,elemental_effects,confidence_mechanic,confidence_theme,confidence_magic_arrow_features,needs_review,evidence
52128492,match3,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,роняй крипту соединяя 3+ одинаковых монет
52135775,sort,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,отсортируй винты в уровнях с ловушками
52139382,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,рассортируй шестиугольники на поле; бустеры
52164184,non_puzzle,,horror,,core,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,снайпер: спаси выживших от зомби в апокалипсисе
52172230,tabletop,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"шашки: 10 сложностей, блиц и рапид, зевки и фора"
52187684,bubble_shooter,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,стреляй пузырями спаси детенышей динозавров
52187807,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,кидай шарики открывай путь; обгони и забей в ворота
52187897,non_puzzle,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"музыкальное путешествие: песни, прыжки во времени"
52188174,non_puzzle,,realistic_neutral,,core,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"целься и атакуй; препятствия, граффити, агенты"
52201870,match3,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"жанр Three in a row; соединяй училок, четверть на пять"
52203018,merge,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,2048 с физикой: скидывай фрукты и соединяй
52203029,arrow_tapaway,,abstract,,none,no,none,yes,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,high,medium,medium,no,блоки движутся лишь по стрелке; очисти поле; UnPuzzle
52203281,unknown,,unknown_mixed,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,low,medium,low,yes,история островка и гуся; механики нет
52204125,unknown,,farm_garden,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,low,medium,low,yes,грибная деревня; набор жанров без правил
52207855,sort,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,мордашки в ячейках: три одинаковых на полке
52207878,hidden_object,,home_renovation,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,поиск объектов в интерьерах; настрой свою комнату
52207936,hidden_object,,unknown_mixed,,none,no,collection,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,поиск предметов и мини-игры; 14 коллекционных пазлов
52210775,merge,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,суйка: объединяй фрукты в корзину; постройки в долине
52224498,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,yes,unknown,unknown,unknown,unknown,yes,unknown,no,yes,unknown,unknown,low,medium,low,yes,"метай шары в блоки; лазеры, сила и шары в залпе"
52232837,match3,,farm_garden,,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,medium,no,"ягоды и фрукты в ряд; дача, ремонт и строительство"
52232890,screw,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,выкрути болт и разрушь конструкцию; помехи
52238050,non_puzzle,,vehicles,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"погони ДПС: 15 авто, тюнинг, разрушения, мультиплеер"
52238387,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,реагенты по цветам в пробирках; уровни и фоны
52256259,non_puzzle,,realistic_neutral,,core,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"командный шутер: миссии, оружие, перестрелки"
52268687,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"японский кроссворд: числа строк и столбцов, 1000 уровней"
52291860,match3,,treasure_adventure,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"три в ряд; кристаллы, алмазы, сокровища, события"
52296751,tabletop,,farm_garden,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"солитер Джинн: раскладки, награды, ферма"
52302174,non_puzzle,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"фортепиано в ритме с кошачьим другом, мелодии"
52302181,merge,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,новый мерж: объедини 6 тортов и уничтожь
52302182,screw,,vehicles,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,закручивание гаек; найди авто среди запертых винтами
52302183,other_puzzle,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,low,high,no,чайные яйца: головоломки и выход за дверь
52308664,unknown,,unknown_mixed,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,low,low,low,yes,Шарики Про: рейтинг и режимы; правил нет
52326680,sort,merge,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,тарелки по цвету и номерам; собери 10 кнопкой
52328332,arrow_tapaway,,abstract,,none,no,none,yes,yes,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,high,medium,medium,no,нажми блок улетит по стрелке; смена направления и вращение
52336124,tile_match,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,по 3 фигурки в нижнем ряду; фрутисы и локации
52337069,block_hexa,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,двигай блоки по горизонтали заполни и очисти ряд
52346709,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"суйка: столкновение кубов сливает в больший, физика"
52348480,match3,,treasure_adventure,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"три в ряд; руины, корабли, артефакты, сокровища"
52354294,non_puzzle,,realistic_neutral,,core,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"шутер WWII онлайн: арсенал, танки, соревнования"
52368582,merge,,magic_fantasy,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"merge 3: объединяй предметы, школа, артефакты, события"
52378718,other_puzzle,,monsters_combat,,core,no,none,no,no,no,no,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,high,medium,low,yes,"запусти голову во врагов; траектория, ловушки, боссы"
52382922,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,плитки по цветам в башни из 10; пустые клетки
52401778,tile_match,,magic_fantasy,,none,no,collection,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"маджонг лесная сказка; рейтинги, коллекция бабочек"
52402295,match3,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,соединяй и сортируй предметы в 3D; дзен
52405430,match3,,treasure_adventure,,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,low,no,"три-в-ряд; корабль, город, восстанови маяк"
52424638,picture_reveal,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,собери иллюстрации из кусочков; сады и интерьеры
52433917,match3,,home_renovation,,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,medium,no,"три в ряд; декор комнат, мебель, обустройство"
52435171,non_puzzle,,magic_fantasy,food_household,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"тайм-менеджмент; принцесса, волшебник, королевская кухня"
52438621,merge,,detective_mystery,home_renovation,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,low,no,"два предмета в новое; тайны семьи Грейсон, особняк"
52440823,merge,,treasure_adventure,magic_fantasy,none,no,other,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"мерж фишек; набеги на деревни, золото, драконы"
52444576,sort,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,сортируй фрукты и игрушки; 3 одинаковых исчезают; 1000 уровней
52444661,match3,,farm_garden,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"три в ряд, тысячи уровней, Таинственный Лес"
52445291,merge,,food_household,home_renovation,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,low,no,соединяй выпечку и приборы; монеты на домик; Эмили
52446922,merge,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,суйка пузырей: два объединяются; собери гардероб дочери
52457961,merge,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,объединяй буквы в новые; алфавит и чтение детям
52462690,tile_match,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,найди три карты с числом; поле заполняется
52466775,merge,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,суйка елочных шаров; новые шарики и логика
52472375,match3,,abstract,,none,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"линии три в ряд против игроков; дуэль стаканов, таблица"
52479294,tile_match,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"классический маджонг: фишки в последовательности, восток"
52479425,sort,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,сортируй крышки газировки в стопочки на столе
52480645,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,набирай очки соединяя одинаковые плитки
52484786,tabletop,,magic_fantasy,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"солитер Таро: расклады, Отшельник и колдун, Арканы"
52486612,match3,,home_renovation,,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,medium,no,"ряды из 3+; звезды на интерьер, мама и дом"
52502367,match3,,farm_garden,,none,no,other,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,low,no,"три в ряд и плитки; построй город и ферму, турниры"
52513041,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"тетрис-блоки в отведенные места, собери фигуру"
52521607,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"попади мячиком в стаканчик; 150 уровней, подсказки"
52526972,merge,,horror,,none,no,renovation_story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,мерж деталей в инструменты; восстанови адский парк
52539014,other_puzzle,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"лопай конфеты нажимая; выживание и бесконечный, друзья"
52548584,non_puzzle,,vehicles,,none,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"краш-дерби: повреждения, мультиплеер, арены"
52551065,non_puzzle,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"паркур обби: лава, трофеи, скины, небоскребы"
52599192,non_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,уворачивайся двумя шарами от препятствий; рекорды
52615273,tabletop,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"пирамида: пары карт суммой 13, 3 перелистывания"
52633090,bubble_shooter,,treasure_adventure,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,low,high,no,зума: пушка стреляет шарами; спаси мир от пророчества
52639869,quiz_trivia,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"большая викторина: вопросы, темы, режимы, лидеры"
52651460,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"2048, гексо и три в ряд; дойди до миллиона"
52668054,tabletop,,treasure_adventure,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"солитер и пираты: тайник отца, колоды, бустеры"
52675454,non_puzzle,,realistic_neutral,,core,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"стратегия: танки и вертолеты, база, миссии, ресурсы"
52690399,non_puzzle,,magic_fantasy,,core,no,rpg_progression,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"RPG: боссы и армии, квесты, питомцы, Путь Короля"
52693009,other_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"вор: дома и сейфы, логические головоломки, уровни"
52696993,bubble_shooter,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,по мотивам Bubble Shooter: лопанье шариков цвета
52697346,match3,,romance_love,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"три в ряд для взрослых; невеста, колдунья, королевство"
52701377,match3,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,соединяй 3+ конфет свайпами; суперконфеты чистят ряды
52702073,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,2048 и Гексо: запуск блока в место; молот
52703091,quiz_trivia,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"викторина Предметы СССР: вопросы, очки, рейтинг"
52703374,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,2048 и Гексо: блоки с ячейками на площадке; молот
52703392,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,целься думай и лопай шарики; семейная игра
52705366,sort,match3,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,сортировка товаров Triple Match; фри и напитки
52707765,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"стопки гексов по цветам; перетекание, бустеры"
52714374,merge,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,суйка пузырей: два в больший; собери гардероб
52720236,non_puzzle,,realistic_neutral,,core,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"экшен: оружие, транспорт, герои и союзники"
52733866,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"пенальти и вратарь: сила угол направление, мультиплеер"
52739935,sort,,magic_fantasy,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"3 предмета на полку; кузнец Берси, снаряжение героев"
52740328,sort,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,3 предмета на полку; покупки из супермаркета
52740872,tabletop,,realistic_neutral,,none,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"холдем и омаха; турниры, столы, лояльность"
52753042,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,переливай жидкости по цветам; уровни и стратегия
52755162,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,сортируй фишки по цветам; уровни и бесконечный
52757813,match3,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"три лапки в ряд; сквиши попиты спиннеры, антистресс"
52763208,match3,,horror,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"жми группы 3+ пороков искрой; 100 уровней, подсказки"
52764694,merge,,magic_fantasy,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"динамическое слияние ресурсов; время, замки, квесты"
52782793,screw,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,откручивай болтики на свободные отверстия; плашки
52784173,non_puzzle,,food_household,,none,no,idle_economy,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,medium,no,"завод лимонада: станки, парк, автоматизация, магнат"
52794981,non_puzzle,,magic_fantasy,,core,no,rpg_progression,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"RPG: яйцо дракона, арена, мировые боссы, кланы"
52796216,hidden_object,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,тонкие отличия между картинками; пляж
52796427,tile_match,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"три плитки на панель; Котоград, 7 плиток проигрыш"
52796479,merge,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"2048 наоборот: сброс игрушек, комбо, Санта"
52796578,other_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"лабиринты и снегоуборка; порталы, редактор уровней"
52799091,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,разбери стену или построй; это 2048 в 3Д
52803377,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,реши слайд-головоломку за время; правил нет
52803406,non_puzzle,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"хот-пот: кликай заказы на конвейере, ужин на время"
52807246,non_puzzle,,vehicles,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,симулятор разрушения авто; тест-драйвы и полигоны
52807612,hidden_object,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,4000 уровней отличий; фото разной тематики
52813474,match3,,magic_fantasy,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,три в ряд; ведьма сортирует предметы по порталам
52817449,non_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,лови момент прыжка мяча; башня и препятствия
52817450,non_puzzle,,monsters_combat,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,прыжки с пастью монстра; сундуки и новые монстры
52817454,merge,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,свайп объедини ингредиенты в заказ; шашлычки
52817459,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"дробилка: управляй бочкой, круши, скины"
52817619,tile_match,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,рамкой числа с суммой 10; монеты и бонусы
52818841,quiz_trivia,,detective_mystery,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,загадки таинственной организации; правил нет
52820689,match3,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"жанр Three in a row; лес, зверята и задачи"
52825865,word,,realistic_neutral,,none,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"слова из букв онлайн; башня, волны, игроки"
52829469,merge,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,соединяй компоненты в изобретения человечества
52846615,match3,,farm_garden,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"грибочки 3 в ряд; лес, миссии, бустеры"
52846943,sort,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,банки цветов по коробкам; стратегия и реквизит
52846965,other_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,вилки в розетки; двигай зарядки и предметы
52847586,hidden_object,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,отличия на кадрах фильмов; тапай области
52847608,sort,screw,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,болты и гайки по цветам; сортировка и внимание
52847869,tabletop,,realistic_neutral,,none,no,pvp_tournament,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"шашки онлайн: друзья, ИИ, турниры, обучение"
52849144,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"объединяй числа в большие; поле ограничено, лидеры"
52850855,sort,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"предметы по полкам; порядок и гармония, медитатив"
52851197,tile_match,,treasure_adventure,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"маджонг пары; археолог, пирамиды, пленницы"
52851428,sort,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"котики по веткам по цветам; цирк, отмена и ветки"
52851783,other_puzzle,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"физика: проведи Джо, собери болты, верни голову"
52851920,other_puzzle,,monsters_combat,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"бомбы и пушки, цепочка событий; раздолбай робота"
52866541,match3,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,нажимай и убирай блоки чтобы соединить; рекорды
52867171,unknown,,realistic_neutral,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,low,medium,low,yes,шарики по мешкам на Новый год; правил нет
52876409,sort,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,жидкости цвета в стаканах; таверна и клиенты
52876412,other_puzzle,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"гексы с номерами на позиции; узор цветом, блокировки"
52876413,tile_match,,unknown_mixed,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,нажми стикер найди парный и соедини
52876417,match3,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,находи одинаковые закуски и убирай; режимы
52876418,match3,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"головоломки на выбывание; отскоки, время, скины"
52876419,other_puzzle,,farm_garden,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,нажми цветы распусти; взрыв влияет на окружающие
52878417,bubble_shooter,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"зума: лягушка, цепочки шаров, комбо 3+, бонусы"
52886943,other_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,лопай пузыри; уровни и механики; Новый год
52888788,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,забей гол или доедь до финиша; два челленджа
52893941,non_puzzle,,vehicles,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,"мопед: газ, препятствия, время"
52894088,match3,,cute_animals,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,подбор элементов по цветам; очаровательные котики
52894105,match3,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,свайп-вечеринка на выбывание; от новичка к эксперту
52894107,non_puzzle,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,medium,high,no,"первобытный: перепрыгивай уровни, предметы, реакция"
52895482,merge,,realistic_neutral,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,medium,high,no,соединяй буквы 2-4 в новую; сортировка и сбор слов
52896396,merge,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,"гекса 2048: блоки на поле, объединяй, молот, таблица"
52896454,sort,,abstract,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,гексагоны в башни одного цвета; цвета не смешивать
52897974,hidden_object,,cute_animals,treasure_adventure,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,high,high,no,скрытые предметы и сокровища; коты и руины Персии
52898214,non_puzzle,,food_household,,none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,high,high,no,"магазин соков: заказы очереди, свежий сок"
